City,State,Lat,Lng
La Mesa,California,32.7678287,-117.0230839
Orland Park,Illinois,41.6303103,-87.8539425
Auburn,Alabama,32.6098566,-85.4807825
Lakeville,Minnesota,44.6496868,-93.24272
Owensboro,Kentucky,37.7719074,-87.1111676
Moore,Oklahoma,35.3395079,-97.4867028
Jupiter,Florida,26.9342246,-80.0942087
Idaho Falls,Idaho,43.4916514,-112.0339645
Dubuque,Iowa,42.5005583,-90.6645718
Bartlett,Tennessee,35.2045328,-89.8739753
Rowlett,Texas,32.9029017,-96.56388
Novi,Michigan,42.48059,-83.4754913
White Plains,New York,41.0339862,-73.7629097
Arcadia,California,34.1397292,-118.0353449
Redmond,Washington,47.6739881,-122.121512
Lake Elsinore,California,33.6680772,-117.3272615
Ocala,Florida,29.1871986,-82.1400923
Tinley Park,Illinois,41.5731442,-87.7932939
Port Orange,Florida,29.1383165,-80.9956105
Medford,Massachusetts,42.4184296,-71.1061639
Oak Lawn,Illinois,41.719978,-87.7479528
Rocky Mount,North Carolina,35.9382103,-77.7905339
Kokomo,Indiana,40.486427,-86.1336033
Coconut Creek,Florida,26.2517482,-80.1789351
Bowie,Maryland,39.0067768,-76.7791365
Berwyn,Illinois,41.8505874,-87.7936685
Midwest City,Oklahoma,35.4495065,-97.3967019
Fountain Valley,California,33.7091847,-117.9536697
Buckeye,Arizona,33.3703197,-112.5837766
Dearborn Heights,Michigan,42.3369816,-83.2732627
Woodland,California,38.6785157,-121.7732971
Noblesville,Indiana,40.0455917,-86.0085955
Valdosta,Georgia,30.8327022,-83.2784851
Diamond Bar,California,34.0286226,-117.8103367
Manhattan,Kansas,39.1836082,-96.5716694
Santee,California,32.8383828,-116.9739167
Taunton,Massachusetts,41.900101,-71.0897674
Sanford,Florida,28.8028612,-81.269453
Kettering,Ohio,39.6895036,-84.1688274
New Brunswick,New Jersey,40.4862157,-74.4518188
Decatur,Alabama,34.6059253,-86.9833417
Chicopee,Massachusetts,42.1487043,-72.6078672
Anderson,Indiana,40.1053196,-85.6802541
Margate,Florida,26.2445263,-80.206436
Weymouth Town,Massachusetts,42.2180724,-70.9410356
Hempstead,New York,40.7062128,-73.6187397
Corvallis,Oregon,44.5645659,-123.2620435
Eastvale,California,33.952463,-117.5848025
Porterville,California,36.06523,-119.0167679
West Haven,Connecticut,41.2705484,-72.9469711
Brentwood,California,37.931868,-121.6957863
Paramount,California,33.8894598,-118.1597911
Grand Forks,North Dakota,47.9252568,-97.0328547
Georgetown,Texas,30.6332618,-97.6779842
St. Peters,Missouri,38.7874699,-90.6298922
Shoreline,Washington,47.7556531,-122.3415178
Mount Prospect,Illinois,42.0664167,-87.9372908
Hanford,California,36.3274502,-119.6456844
Normal,Illinois,40.5142026,-88.9906312
Rosemead,California,34.0805651,-118.072846
Lehi,Utah,40.3916172,-111.8507662
Pocatello,Idaho,42.8713032,-112.4455344
Highland,California,34.1283442,-117.2086513
Novato,California,38.1074198,-122.5697032
Port Arthur,Texas,29.8849504,-93.939947
Carson City,Nevada,39.1637984,-119.7674034
San Marcos,Texas,29.8832749,-97.9413941
Hendersonville,Tennessee,36.3047735,-86.6199957
Elyria,Ohio,41.3683798,-82.1076486
Revere,Massachusetts,42.4084302,-71.0119948
Pflugerville,Texas,30.4393696,-97.6200043
Greenwood,Indiana,39.6136578,-86.1066526
Bellevue,Nebraska,41.1543623,-95.9145568
Wheaton,Illinois,41.8661403,-88.1070127
Smyrna,Georgia,33.8839926,-84.5143761
Sarasota,Florida,27.3364347,-82.5306527
Blue Springs,Missouri,39.0169509,-94.2816148
Colton,California,34.0739016,-117.3136547
Euless,Texas,32.8370727,-97.0819541
Castle Rock,Colorado,39.3722121,-104.8560902
Cathedral City,California,33.7805388,-116.4668036
Kingsport,Tennessee,36.548434,-82.5618186
Lake Havasu City,Arizona,34.483901,-114.3224548
Pensacola,Florida,30.421309,-87.2169149
Hoboken,New Jersey,40.7439905,-74.0323626
Yucaipa,California,34.033625,-117.0430865
Watsonville,California,36.910231,-121.7568946
Richland,Washington,46.2856907,-119.2844621
Delano,California,35.7688425,-119.2470536
Hoffman Estates,Illinois,42.0629915,-88.1227199
Florissant,Missouri,38.789217,-90.322614
Placentia,California,33.8722371,-117.8703363
West New York,New Jersey,40.7878788,-74.0143064
Dublin,California,37.7021521,-121.9357918
Oak Park,Illinois,41.8850317,-87.7845025
Peabody,Massachusetts,42.5278731,-70.9286609
Perth Amboy,New Jersey,40.5067723,-74.2654234
Battle Creek,Michigan,42.3211522,-85.1797142
Bradenton,Florida,27.4989278,-82.5748194
Gilroy,California,37.0057816,-121.5682751
Milford,Connecticut,41.2306979,-73.064036
Albany,Oregon,44.6365107,-123.1059282
Ankeny,Iowa,41.7317884,-93.6001278
La Crosse,Wisconsin,43.8013556,-91.2395807
Burlington,North Carolina,36.0956918,-79.4377991
DeSoto,Texas,32.5896998,-96.8570738
Harrisonburg,Virginia,38.4495688,-78.8689155
Minnetonka,Minnesota,44.9211836,-93.4687489
Elkhart,Indiana,41.6819935,-85.9766671
Lakewood,Ohio,41.4819932,-81.7981908
Glendora,California,34.1361187,-117.865339
Southaven,Mississippi,34.9889818,-90.0125913
Charleston,West Virginia,38.3498195,-81.6326234
Joplin,Missouri,37.0842271,-94.513281
Enid,Oklahoma,36.3955891,-97.8783911
Palm Beach Gardens,Florida,26.8233946,-80.1386547
Brookhaven,Georgia,33.8651033,-84.3365917
Plainfield,New Jersey,40.6337136,-74.4073736
Grand Island,Nebraska,40.9263957,-98.3420118
Palm Desert,California,33.7222445,-116.3744556
Huntersville,North Carolina,35.410694,-80.8428504
Tigard,Oregon,45.4312294,-122.7714861
Lenexa,Kansas,38.9536174,-94.7335709
Saginaw,Michigan,43.4194699,-83.9508068
Kentwood,Michigan,42.8694731,-85.6447492
Doral,Florida,25.8195424,-80.3553302
Apple Valley,Minnesota,44.7319094,-93.21772
Grapevine,Texas,32.9342919,-97.0780654
Aliso Viejo,California,33.5676842,-117.7256083
Sammamish,Washington,47.6162683,-122.0355736
Casa Grande,Arizona,32.8795022,-111.7573521
Pinellas Park,Florida,27.8428025,-82.6995443
Troy,New York,42.7284117,-73.6917851
West Sacramento,California,38.5804609,-121.530234
Burien,Washington,47.4703767,-122.3467918
Commerce City,Colorado,39.8083196,-104.9338675
Monroe,Louisiana,32.5093109,-92.1193012
Cerritos,California,33.8583483,-118.0647871
Downers Grove,Illinois,41.8089191,-88.0111746
Coral Gables,Florida,25.72149,-80.2683838
Wilson,North Carolina,35.7212689,-77.9155395
Niagara Falls,New York,43.0962143,-79.0377388
Poway,California,32.9628232,-117.0358646
Edina,Minnesota,44.8896866,-93.3499489
Cuyahoga Falls,Ohio,41.1339449,-81.4845585
Rancho Santa Margarita,California,33.640855,-117.603104
Harrisburg,Pennsylvania,40.2731911,-76.8867008
Huntington,West Virginia,38.4192496,-82.445154
La Mirada,California,33.9172357,-118.0120086
Cypress,California,33.8169599,-118.0372852
Caldwell,Idaho,43.6629384,-116.6873596
Logan,Utah,41.7369803,-111.8338359
Galveston,Texas,29.3013479,-94.7976958
Sheboygan,Wisconsin,43.7508284,-87.71453
Middletown,Ohio,39.5150576,-84.3982763
Murray,Utah,40.6668916,-111.8879909
Roswell,New Mexico,33.3942655,-104.5230242
Parker,Colorado,39.5186002,-104.7613633
Bedford,Texas,32.844017,-97.1430671
East Lansing,Michigan,42.7369792,-84.4838654
Methuen,Massachusetts,42.7262016,-71.1908924
Covina,California,34.0900091,-117.8903397
Alexandria,Louisiana,31.3112936,-92.4451371
Olympia,Washington,47.0378741,-122.9006951
Euclid,Ohio,41.5931049,-81.5267873
Mishawaka,Indiana,41.6619927,-86.1586156
Salina,Kansas,38.8402805,-97.6114237
Azusa,California,34.1336186,-117.9075627
Newark,Ohio,40.0581205,-82.4012642
Chesterfield,Missouri,38.6631083,-90.5770675
Leesburg,Virginia,39.1156615,-77.5636015
Dunwoody,Georgia,33.9462125,-84.3346473
Hattiesburg,Mississippi,31.3271189,-89.2903392
Roseville,Michigan,42.4972583,-82.9371409
Bonita Springs,Florida,26.339806,-81.7786972
Portage,Michigan,42.2011538,-85.5800022
St. Louis Park,Minnesota,44.9597376,-93.3702186
Collierville,Tennessee,35.042036,-89.6645266
Middletown,Connecticut,41.5623209,-72.6506488
Stillwater,Oklahoma,36.1156071,-97.0583681
East Providence,Rhode Island,41.8137116,-71.3700545
Lawrence,Indiana,39.8386516,-86.0252612
Wauwatosa,Wisconsin,43.0494572,-88.0075875
Mentor,Ohio,41.6661573,-81.339552
Ceres,California,37.5949316,-120.9577098
Cedar Hill,Texas,32.5884689,-96.9561152
Mansfield,Ohio,40.75839,-82.5154471
Binghamton,New York,42.0986867,-75.9179738
Coeur d'Alene,Idaho,47.6776832,-116.7804664
San Luis Obispo,California,35.2827524,-120.6596156
Minot,North Dakota,48.2329668,-101.2922906
Palm Springs,California,33.8302961,-116.5452921
Pine Bluff,Arkansas,34.2284312,-92.0031955
Texas City,Texas,29.383845,-94.9027002
Summerville,South Carolina,33.0185039,-80.1756481
Twin Falls,Idaho,42.5629668,-114.4608711
Jeffersonville,Indiana,38.2775702,-85.7371847
San Jacinto,California,33.7839084,-116.958635
Madison,Alabama,34.6992579,-86.7483318
Altoona,Pennsylvania,40.5186809,-78.3947359
Columbus,Indiana,39.2014404,-85.9213796
Beavercreek,Ohio,39.7092262,-84.0632685
Apopka,Florida,28.6934076,-81.5322149
Elmhurst,Illinois,41.8994744,-87.9403418
Maricopa,Arizona,33.0581063,-112.0476423
Farmington,New Mexico,36.7280583,-108.2186856
Glenview,Illinois,42.0697509,-87.7878408
Cleveland Heights,Ohio,41.5200518,-81.556235
Draper,Utah,40.5246711,-111.8638226
Lincoln,California,38.891565,-121.2930079
Sierra Vista,Arizona,31.5455001,-110.2772856
Lacey,Washington,47.0342629,-122.8231915
Biloxi,Mississippi,30.3960318,-88.8853078
Strongsville,Ohio,41.3144966,-81.83569
Barnstable Town,Massachusetts,41.7003208,-70.3002024
Wylie,Texas,33.0151201,-96.5388789
Sayreville,New Jersey,40.4594021,-74.360846
Kannapolis,North Carolina,35.4873613,-80.6217341
Charlottesville,Virginia,38.0293059,-78.4766781
Littleton,Colorado,39.613321,-105.0166498
Titusville,Florida,28.6122187,-80.8075537
Hackensack,New Jersey,40.8859325,-74.0434736
Newark,California,37.5296593,-122.0402399
Pittsfield,Massachusetts,42.4500845,-73.2453824
York,Pennsylvania,39.9625984,-76.727745
Lombard,Illinois,41.8800296,-88.0078435
Attleboro,Massachusetts,41.9445441,-71.2856082
DeKalb,Illinois,41.9294736,-88.7503647
Blacksburg,Virginia,37.2295733,-80.4139393
Dublin,Ohio,40.0992294,-83.1140771
Haltom City,Texas,32.7995738,-97.2691817
Lompoc,California,34.6391501,-120.4579409
El Centro,California,32.792,-115.5630514
Danville,California,37.8215929,-121.9999606
Jefferson City,Missouri,38.5767017,-92.1735164
Cutler Bay,Florida,25.5808323,-80.3468593
Oakland Park,Florida,26.1723065,-80.1319893
North Miami Beach,Florida,25.9331488,-80.1625463
Freeport,New York,40.6576022,-73.5831835
Moline,Illinois,41.5067003,-90.5151342
Coachella,California,33.6803003,-116.173894
Fort Pierce,Florida,27.4467056,-80.3256056
Smyrna,Tennessee,35.9828412,-86.5186045
Bountiful,Utah,40.8893895,-111.880771
Fond du Lac,Wisconsin,43.7730448,-88.4470508
Everett,Massachusetts,42.40843,-71.0536625
Danville,Virginia,36.5859718,-79.3950228
Keller,Texas,32.9341893,-97.229298
Belleville,Illinois,38.5200504,-89.9839935
Bell Gardens,California,33.9652918,-118.1514588
Cleveland,Tennessee,35.1595182,-84.8766115
North Lauderdale,Florida,26.217305,-80.2258811
Fairfield,Ohio,39.3454673,-84.5603187
Salem,Massachusetts,42.51954,-70.8967155
Rancho Palos Verdes,California,33.7444613,-118.3870173
San Bruno,California,37.6304904,-122.4110835
Concord,New Hampshire,43.2081366,-71.5375718
Burlington,Vermont,44.4758825,-73.212072
Apex,North Carolina,35.732652,-78.8502856
Midland,Michigan,43.6155825,-84.2472116
Altamonte Springs,Florida,28.6611089,-81.3656242
Hutchinson,Kansas,38.0608445,-97.9297743
Buffalo Grove,Illinois,42.1662831,-87.9631308
Urbandale,Iowa,41.6266555,-93.7121656
State College,Pennsylvania,40.7933949,-77.8600012
Urbana,Illinois,40.1105875,-88.2072697
Plainfield,Illinois,41.632223,-88.2120315
Manassas,Virginia,38.7509488,-77.4752667
Bartlett,Illinois,41.9950276,-88.1856301
Kearny,New Jersey,40.7684342,-74.1454214
Oro Valley,Arizona,32.3909071,-110.966488
Findlay,Ohio,41.04422,-83.6499321
Rohnert Park,California,38.3396367,-122.7010984
Westfield,Massachusetts,42.1250929,-72.749538
Linden,New Jersey,40.6220478,-74.2445902
Sumter,South Carolina,33.9204354,-80.3414693
Wilkes-Barre,Pennsylvania,41.2459149,-75.8813075
Woonsocket,Rhode Island,42.0028761,-71.5147839
Leominster,Massachusetts,42.5250906,-71.759794
Shelton,Connecticut,41.3164856,-73.0931641
Brea,California,33.9166805,-117.9000604
Covington,Kentucky,39.0836712,-84.5085536
Rockwall,Texas,32.9312336,-96.4597089
Riverton,Utah,40.521893,-111.9391023
Meridian,Mississippi,32.3643098,-88.703656
St. Cloud,Florida,28.2489016,-81.2811801
Quincy,Illinois,39.9356016,-91.4098726
Morgan Hill,California,37.1305012,-121.6543901
Warren,Ohio,41.2375569,-80.8184166
Edmonds,Washington,47.8106521,-122.3773552
Burleson,Texas,32.5420821,-97.3208492
Beverly,Massachusetts,42.5584283,-70.880049
Mankato,Minnesota,44.1635775,-93.9993996
Hagerstown,Maryland,39.6417629,-77.7199932
Prescott,Arizona,34.5400242,-112.4685025
Campbell,California,37.2871651,-121.9499568
Cedar Falls,Iowa,42.5348993,-92.4453161
Beaumont,California,33.9294606,-116.977248
La Puente,California,34.0200114,-117.9495083
Crystal Lake,Illinois,42.2411344,-88.3161965
Fitchburg,Massachusetts,42.5834228,-71.8022955
Carol Stream,Illinois,41.9125286,-88.1347927
Hickory,North Carolina,35.7344538,-81.3444573
Streamwood,Illinois,42.0255827,-88.1784085
Norwich,Connecticut,41.5242649,-72.0759105
Coppell,Texas,32.9545687,-97.0150078
San Gabriel,California,34.0961111,-118.1058333
Holyoke,Massachusetts,42.2042586,-72.6162009
Bentonville,Arkansas,36.3728538,-94.2088172
Peachtree Corners,Georgia,33.9698929,-84.2214551
Florence,Alabama,34.79981,-87.677251
Brentwood,Tennessee,36.0331164,-86.7827772
Bozeman,Montana,45.6769979,-111.0429339
New Berlin,Wisconsin,42.9764027,-88.1084224
Goose Creek,South Carolina,32.9810059,-80.0325867
Huntsville,Texas,30.7235263,-95.5507771
Prescott Valley,Arizona,34.6100243,-112.315721
Maplewood,Minnesota,44.9530215,-92.9952153
Romeoville,Illinois,41.6475306,-88.0895061
Duncanville,Texas,32.6518004,-96.9083366
Atlantic City,New Jersey,39.3642834,-74.4229266
Clovis,New Mexico,34.4047987,-103.2052272
The Colony,Texas,33.0806083,-96.8928309
Culver City,California,34.0211224,-118.3964665
Marlborough,Massachusetts,42.3459271,-71.5522874
Hilton Head Island,South Carolina,32.216316,-80.752608
Moorhead,Minnesota,46.8737648,-96.7678039
Calexico,California,32.6789476,-115.4988834
Bullhead City,Arizona,35.1359386,-114.5285981
Germantown,Tennessee,35.0867577,-89.8100858
La Quinta,California,33.6633573,-116.3100095
Lancaster,Ohio,39.7136754,-82.5993294
Wausau,Wisconsin,44.9591352,-89.6301221
Sherman,Texas,33.6356618,-96.6088805
Ocoee,Florida,28.5691677,-81.5439619
Shakopee,Minnesota,44.7973962,-93.5272861
Woburn,Massachusetts,42.4792618,-71.1522765
Bremerton,Washington,47.5673202,-122.6329356
Rock Island,Illinois,41.5094771,-90.5787476
Muskogee,Oklahoma,35.7478769,-95.3696909
Cape Girardeau,Missouri,37.3058839,-89.5181476
Annapolis,Maryland,38.9784453,-76.4921829
Greenacres,Florida,26.6276276,-80.1353896
Ormond Beach,Florida,29.2858129,-81.0558894
Hallandale Beach,Florida,25.9812024,-80.148379
Stanton,California,33.8025155,-117.9931165
Puyallup,Washington,47.1853785,-122.2928974
Pacifica,California,37.6138253,-122.4869194
Hanover Park,Illinois,41.9994722,-88.1450735
Hurst,Texas,32.8234621,-97.1705678
Lima,Ohio,40.742551,-84.1052256
Marana,Arizona,32.436381,-111.2224422
Carpentersville,Illinois,42.1211364,-88.2578582
Oakley,California,37.9974219,-121.7124536
Huber Heights,Ohio,39.843947,-84.1246608
Lancaster,Texas,32.5920798,-96.7561082
Montclair,California,34.0775104,-117.6897776
Wheeling,Illinois,42.1391927,-87.9289591
Brookfield,Wisconsin,43.0605671,-88.1064787
Park Ridge,Illinois,42.0111412,-87.8406192
Florence,South Carolina,34.1954331,-79.7625625
Roy,Utah,41.1616108,-112.0263313
Winter Garden,Florida,28.5652787,-81.5861847
Chelsea,Massachusetts,42.3917638,-71.0328284
Valley Stream,New York,40.6642699,-73.7084645
Spartanburg,South Carolina,34.9495672,-81.9320482
Lake Oswego,Oregon,45.4206749,-122.6706498
Friendswood,Texas,29.5293998,-95.2010447
Westerville,Ohio,40.1261743,-82.9290696
Northglenn,Colorado,39.8961821,-104.9811468
Phenix City,Alabama,32.4709761,-85.0007653
Grove City,Ohio,39.8814519,-83.0929644
Texarkana,Texas,33.425125,-94.0476882
Addison,Illinois,41.931696,-87.9889556
Dover,Delaware,39.158168,-75.5243682
Lincoln Park,Michigan,42.2505943,-83.1785361
Calumet City,Illinois,41.6155909,-87.5294871
Muskegon,Michigan,43.2341813,-86.2483921
Aventura,Florida,25.9564812,-80.1392121
Martinez,California,38.0193657,-122.1341321
Greenfield,Wisconsin,42.9614039,-88.0125865
Apache Junction,Arizona,33.4150485,-111.5495777
Monrovia,California,34.1442616,-118.0019482
Weslaco,Texas,26.1595194,-97.9908366
Keizer,Oregon,44.9901194,-123.0262077
Spanish Fork,Utah,40.114955,-111.654923
Beloit,Wisconsin,42.5083482,-89.0317765
Panama City,Florida,30.1588129,-85.6602058
